fixed_acidity,volatile_acidity,alcohol,quality
7.05527405710488,1.0775182592315298,14.10357666310969,3
6.5576060862772945,1.0122649554135648,12.92164080173185,3
11.747192745618293,0.17650653577063902,13.678602438424084,6
7.275946848254647,0.16951400373757594,11.451872546990028,5
8.448411365427496,0.1105464259488716,11.769798362828771,5
10.5010976592846,0.49091056596089977,10.655365367141982,4
11.315442693973793,0.7460844904330444,8.226623375832935,8
6.190056225021621,0.9376233800922726,9.541223747400016,4
9.158295787540585,0.836963108929976,14.223162532491179,4
6.502084536254102,0.7349768248979384,12.706382578963183,5
8.91603984447368,0.20589512361997536,10.98965675089231,6
11.210104595276285,0.2433161857913974,13.639232522945566,7
12.963199366709226,0.7573563808508409,8.20237991429893,3
9.508727361550454,0.544804016096729,11.961131256317142,3
14.844904936172274,0.7173451195549363,14.776992379356077,5
8.165847943050391,0.20755109472408573,10.178285055078357,3
10.950352151217341,0.9672764082450218,12.462074955392314,4
8.576554480897416,0.6909858180660309,14.76215274249488,7
11.09240415904327,0.656569909907788,12.672744255323074,5
10.33260976629435,0.9763866477140369,12.910512636698343,8
11.52895015044102,1.1398506054038617,12.399240222434448,8
5.255446603792262,0.8084293980485439,8.115238936662655,8
13.87687287847002,0.4147849751533915,11.535278037869045,6
9.198721435172281,0.353493351213626,12.614017695548407,8
5.439546911787615,1.1452106268750104,14.014763998113619,6
9.123797741869712,1.0510493003594072,11.224431707242555,4
11.76206982689942,0.40056044085795106,10.009079425568752,7
8.577978513060522,0.7058459875264979,8.437582765655486,3
13.394900392013307,0.8012351113848175,9.86844635863184,6
5.078885391416522,0.6942354592938388,9.450349364561017,6
7.212613978504713,1.1455579632962214,10.079736659843658,3
7.389589677061743,0.9771479727250718,11.874764809224667,8
14.765207701632782,0.5275703111348421,8.338359699022412,7
9.073790863962671,0.3943545685675228,14.834273364570157,6
7.482876169933535,0.3682333934012635,10.761348397535869,3
5.64001191337003,1.157903868889894,12.18712374012055,3
13.011855958585002,0.42370778578708723,11.222429206923113,3
12.877318195024353,0.18996504414803722,9.826600546925953,7
14.410803937000658,0.895314549851741,10.302908495717809,7
9.243856985991517,0.4801499362652941,12.346316146444117,5
14.23253756022235,0.8490621448766568,9.965058553922164,5
9.998775350501784,0.3751169361358765,10.942914853543083,7
10.18006345349158,0.969205461402558,12.982563410618212,6
14.604816581776435,0.22386976863388802,8.363897119972323,5
8.166085847308715,0.6626150250546129,9.005973496756633,3
6.139352333634936,0.32331200333890076,12.744272393662342,7
12.519262500197039,0.9654967329364336,9.291300707567846,5
7.926006886606645,0.3276235011997404,12.317781782573594,7
8.416761363694341,1.1772464656468231,9.720172590445815,6
12.147727658250753,1.0717586000505974,14.481335759798785,5
11.744469431116691,1.157878069592168,12.859937052246616,7
5.479453755963136,0.9872788859484976,12.123702293712128,8
7.437553464289092,0.232675839300584,11.46285032867289,4
7.649515017625167,0.44561022574942044,9.372447999445544,6
7.586738730381667,1.0536961562922638,12.618724571181904,5
6.04642848094489,0.49295248858677443,8.218379301419457,3
11.708033027088723,1.0028779348383956,10.588252745871378,7
13.555506908556437,0.3946733898473186,12.570076105413303,4
12.618268130874252,0.1451065180129212,12.583765907726892,5
8.534866004569716,0.43491790924749385,9.303110595982908,5
11.849743388617814,0.12309628089320358,11.268071638539928,5
10.01081794212169,0.22397963400012855,11.561284423934744,8
10.890828289598197,0.23243297763422158,12.86977127423949,7
9.138557892480325,0.2563180867832928,8.710392689092297,7
9.981353374037187,0.12284433322777835,12.737176134667418,4
8.775718985344659,1.0831683851725644,13.375258593229896,4
14.884405525110102,0.6071095577087859,9.51841743007069,7
13.552668909306686,1.119147154881458,12.96721290976382,7
12.741838639713784,0.514157269082983,13.114769649247958,3
6.514214684500843,0.856758056712559,11.830341753836368,8
11.198751099041585,1.19893654595475,13.201546068895901,4
7.4115475591404,0.7735603680658569,14.453108155824454,4
8.501773184536297,0.8999220079935646,9.433120964547177,4
9.156037046773859,0.17201782640416946,13.871155903304619,7
7.538942156784475,0.8202486053718089,9.90847695052761,7
6.757793222790002,0.9027686919741997,11.122782474844398,3
8.733340202316276,0.2811169730047997,9.115742897632295,3
8.178362708991772,0.2593717556802079,10.054412269895879,3
5.37617921507242,0.6077773517504321,14.183859905454806,4
9.00309675945586,0.5044001846445315,10.755205971995446,6
7.894271353254379,0.5775346271715085,12.396063894003188,5
9.206889451101949,0.21017813556719483,8.029267276741692,3
5.962164036756887,0.48408099111062464,9.781653904725827,3
11.681338516268843,1.1638826411222516,13.662179228110304,3
11.19896618296059,0.4331433299340668,8.885181299714032,8
8.839675840303972,0.5144146605991524,11.677148149234673,4
6.316183989347868,0.160137169224417,14.553580999453988,8
7.886097483864736,0.3642563162515724,14.500454228446259,8
7.673102149078326,0.5831866494448064,12.673061330649917,6
7.484997069353034,0.11893520053034659,10.155161300959179,5
8.50413766428623,0.8125073257994954,14.762530427710825,3
14.245849876863616,0.4744713991830025,10.573111193045152,5
6.012433794915001,1.0257159282836406,12.955799028806668,7
6.8501182689677655,0.30170954612768364,14.40961085283162,6
10.385897263720452,1.0722851674895317,10.443961109064377,6
5.542191231600554,0.6988036023550881,9.715322107642827,5
5.792880830448355,0.8424785011782183,10.391572328144562,3
8.413876518466035,0.7887787785022882,12.326436476222073,3
12.075434951369752,0.64469362423281,9.726649827587927,4
9.920139922326292,0.8246116263035244,12.552908032503229,3
